dates,I,confirmed_by_pop
UID,84039041,
iso2,US,
iso3,USA,
code3,840,
FIPS,39041.0,
Admin2,Delaware,
Province_State,Ohio,
Country_Region,US,
Lat,40.27942393,
Long_,-83.00457058,
Combined_Key,"Delaware, Ohio, US",
Population,209177,
2023-02-10,55612,26586.096941824388
2023-02-11,55612,26586.096941824388
2023-02-12,55612,26586.096941824388
2023-02-13,55612,26586.096941824388
2023-02-14,55612,26586.096941824388
2023-02-15,55612,26586.096941824388
2023-02-16,55764,26658.762674672646
2023-02-17,55764,26658.762674672646
2023-02-18,55764,26658.762674672646
2023-02-19,55764,26658.762674672646
2023-02-20,55764,26658.762674672646
2023-02-21,55764,26658.762674672646
2023-02-22,55764,26658.762674672646
2023-02-23,55894,26720.91099881918
2023-02-24,55894,26720.91099881918
2023-02-25,55894,26720.91099881918
2023-02-26,55894,26720.91099881918
2023-02-27,55894,26720.91099881918
2023-02-28,55894,26720.91099881918
2023-03-01,55894,26720.91099881918
2023-03-02,56021,26781.62513087003
2023-03-03,56021,26781.62513087003
2023-03-04,56021,26781.62513087003
2023-03-05,56021,26781.62513087003
2023-03-06,56021,26781.62513087003
2023-03-07,56021,26781.62513087003
2023-03-08,56021,26781.62513087003
2023-03-09,56138,26837.55862260191
