dates,I,deaths_by_pop
UID,84036047,
iso2,US,
iso3,USA,
code3,840,
FIPS,36047.0,
Admin2,Kings,
Province_State,New York,
Country_Region,US,
Lat,40.6361825,
Long_,-73.94935552,
Combined_Key,"Kings, New York, US",
Population,2559903,
2020-04-23,4008,156.56843247576177
2020-04-24,4101,160.20138263051373
2020-04-25,4177,163.1702451225691
2020-04-26,4238,165.55314791224512
2020-04-27,4326,168.99077816620397
2020-04-28,4383,171.21742503524547
2020-04-29,4455,174.03003160666634
2020-04-30,4521,176.6082542971355
2020-05-01,4576,178.75677320585976
2020-05-02,4622,180.5537162931564
2020-05-03,4668,182.3506593804531
2020-05-04,4710,183.99134654711526
2020-05-05,4759,185.9054815748878
2020-05-06,4797,187.38991282091547
2020-05-07,4842,189.14779192805352
2020-05-08,4885,190.8275430748743
2020-05-09,4913,191.92133451931576
2020-05-10,4939,192.93699800343998
2020-05-11,4971,194.18704536851592
2020-05-12,5004,195.47615671375047
2020-05-13,5027,196.37462825739883
